Sequence,Start,End
SRR1175079,463509,465307
SRR1175079,465307,467102
SRR1175079,467102,468794
SRR1175079,468794,470554
SRR1175079,470554,472386
SRR1175079,472386,474214
SRR1175079,474214,475841
SRR1175079,475841,477601
SRR1175079,477601,479371
SRR1175079,479371,481166
SRR1175079,481166,483012
SRR1175079,483012,484853
SRR1175079,484853,486684
SRR1175079,486684,488441
SRR1175079,488441,490214
SRR1175079,490214,492028
SRR1175079,492028,493812
SRR1175079,493812,495657
SRR1175079,495657,497461
SRR1175079,497461,499308
SRR1175079,499308,501075
SRR1175079,501075,502889
SRR1175079,502889,504686
SRR1175079,504686,506441
SRR1175079,506441,508266
SRR1175079,508266,510028
SRR1175079,510028,511837
SRR1175079,511837,513605
SRR1175079,513605,515404
SRR1175079,515404,517140
SRR1175079,517140,518947
SRR1175079,518947,520761
SRR1175079,520761,522565
SRR1175079,522565,524328
SRR1175079,524328,526176
SRR1175079,526176,527831
SRR1175079,527831,529608
SRR1175079,529608,530766
SRR1175079,530766,532550
SRR1175079,532550,534307
SRR1175079,534307,536126
SRR1175079,536126,537898
SRR1175079,537898,539712
SRR1175079,539712,541485
SRR1175079,541485,543171
SRR1175079,543171,544948
SRR1175079,544948,546711
SRR1175079,546711,548480
SRR1175079,548480,550303
SRR1175079,550303,552018
SRR1175079,552018,553769
SRR1175079,553769,555600
SRR1175079,555600,557430
SRR1175079,557430,559191
SRR1175079,559191,560915
SRR1175079,560915,562686
SRR1175079,562686,564461
SRR1175079,564461,566223
SRR1175079,566223,568038
SRR1175079,568038,569719
SRR1175079,569719,571660
SRR1175079,571660,573461
SRR1175079,573461,575250
SRR1175079,575250,577011
SRR1175079,577011,578842
SRR1175079,578842,580595
SRR1175079,580595,582421
SRR1175079,582421,584132
SRR1175079,584132,585889
SRR1175079,585889,587684
SRR1175079,587684,589479
SRR1175079,589479,591311
SRR1175079,591311,593071
SRR1175079,593071,594884
SRR1175079,594884,596714
SRR1175079,596714,598509
SRR1175079,598509,600315
SRR1175079,600315,602113
SRR1175079,602113,603930
SRR1175079,603930,605742
SRR1175079,605742,607369
SRR1175079,607369,609329
SRR1175079,609329,611133
SRR1175079,611133,612906
SRR1175079,612906,614700
SRR1175079,614700,616464
SRR1175079,616464,618275
SRR1175079,618275,620003
SRR1175079,620003,621774
SRR1175079,621774,622765
SRR1175079,622765,624621
SRR1175079,624621,626540
SRR1175079,626540,628334
SRR1175079,628334,630177
SRR1175079,630177,631987
SRR1175079,631987,633791
SRR1175079,633791,635580
SRR1175079,635580,637407
SRR1175079,637407,639176
SRR1175079,639176,640981
SRR1175079,640981,642702
SRR1175079,642702,644535
SRR1175079,644535,646303
SRR1175079,646303,648059
SRR1175079,648059,649782
SRR1175079,649782,651574
SRR1175079,651574,653366
SRR1175079,653366,655201
SRR1175079,655201,656956
SRR1175079,656956,658773
SRR1175079,658773,660541
SRR1175079,660541,662321
SRR1175079,662321,664126
SRR1175079,664126,665976
SRR1175079,665976,667750
SRR1175079,667750,669548
SRR1175079,669548,671323
SRR1175079,671323,671953
SRR1175079,675939,677923
SRR1175079,677923,679768
SRR1175079,679768,681564
SRR1175079,681564,683325
SRR1175079,683325,685141
SRR1175079,685141,686986
SRR1175079,686986,688821
SRR1175079,688821,690577
SRR1175079,690577,692333
SRR1175079,692333,694101
SRR1175079,694101,695871
SRR1175079,695871,697671
SRR1175079,697671,699429
SRR1175079,699429,701115
SRR1175079,701115,702890
SRR1175079,702890,704653
SRR1175079,704653,706477
SRR1175079,706477,708130
SRR1175079,708130,709912
SRR1175079,709912,711245
SRR1175079,711245,713022
SRR1175079,713022,714804
SRR1175079,714804,716643
SRR1175079,716643,718470
SRR1175079,718470,720210
SRR1175079,720210,721969
SRR1175079,721969,723711
SRR1175079,723711,725320
SRR1175079,725320,727152
SRR1175079,727152,728908
SRR1175079,728908,730662
SRR1175079,730662,732510
SRR1175079,732510,734291
SRR1175079,734291,736043
SRR1175079,736043,737848
SRR1175079,737848,739680
SRR1175079,739680,741501
SRR1175079,741501,743349
SRR1175079,743349,745112
SRR1175079,745112,746681
SRR1175079,746681,748344
SRR1175079,748344,750178
SRR1175079,750178,751981
SRR1175079,751981,753741
SRR1175079,753741,755534
SRR1175079,755534,757375
SRR1175079,757375,759102
SRR1175079,759102,760939
SRR1175079,760939,762694
SRR1175079,762694,764454
SRR1175079,764454,766211
SRR1175079,766211,768026
SRR1175079,768026,769817
SRR1175079,769817,771573
SRR1175079,771573,773333
SRR1175079,773333,775168
SRR1175079,775168,777004
SRR1175079,777004,778828
SRR1175079,778828,780620
SRR1175079,780620,782438
SRR1175079,782438,784235
SRR1175079,784235,786083
SRR1175079,786083,787930
SRR1175079,787930,789779
SRR1175079,789779,791567
SRR1175079,791567,793365
SRR1175079,793365,795211
SRR1175079,795211,797028
SRR1175079,797028,798838
SRR1175079,798838,800661
SRR1175079,800661,802295
SRR1175079,802295,804029
SRR1175079,804029,805879
SRR1175079,805879,807704
SRR1175079,807704,809472
SRR1175079,809472,811303
SRR1175079,811303,813143
SRR1175079,813143,814934
SRR1175079,814934,816680
SRR1175079,816680,818447
SRR1175079,818447,820220
SRR1175079,820220,821976
SRR1175079,821976,823698
SRR1175079,823698,825493
SRR1175079,825493,827336
SRR1175079,827336,829165
SRR1175079,829165,831004
SRR1175079,831004,832836
SRR1175079,832836,834640
SRR1175079,834640,835653
SRR1175079,840892,842837
SRR1175079,842837,844632
SRR1175079,844632,846137
SRR1175079,846137,848089
SRR1175079,848089,850085
SRR1175079,850085,852085
SRR1175079,852085,853859
SRR1175079,853859,855569
SRR1175079,855569,857358
SRR1175079,857358,859184
SRR1175079,859184,860938
SRR1175079,860938,862731
SRR1175079,862731,864528
SRR1175079,864528,866285
SRR1175079,866285,868033
SRR1175079,868033,869825
SRR1175079,869825,871521
SRR1175079,871521,873359
SRR1175079,873359,875178
SRR1175079,875178,876940
SRR1175079,876940,878727
SRR1175079,878727,880539
SRR1175079,880539,882294
SRR1175079,882294,884067
SRR1175079,884067,885832
SRR1175079,885832,887673
SRR1175079,887673,889419
SRR1175079,889419,891275
SRR1175079,891275,893072
SRR1175079,893072,894884
SRR1175079,894884,896698
SRR1175079,896698,898449
SRR1175079,898449,900264
SRR1175079,900264,902029
SRR1175079,902029,903800
SRR1175079,903800,905618
SRR1175079,905618,907449
SRR1175079,907449,909205
SRR1175079,909205,910954
SRR1175079,910954,912663
SRR1175079,912663,914422
SRR1175079,914422,916234
SRR1175079,916234,918079
SRR1175079,918079,919914
SRR1175079,919914,921458
SRR1175079,921458,923422
SRR1175079,923422,924907
SRR1175079,930474,932397
SRR1175079,932397,934199
SRR1175079,934199,936032
SRR1175079,936032,937872
SRR1175079,937872,939678
SRR1175079,939678,941507
SRR1175079,941507,943349
SRR1175079,943349,945184
SRR1175079,945184,946958
SRR1175079,946958,948791
SRR1175079,948791,950626
SRR1175079,950626,952394
SRR1175079,952394,954163
SRR1175079,954163,955939
SRR1175079,955939,957711
SRR1175079,957711,959470
SRR1175079,959470,961228
SRR1175079,961228,962958
SRR1175079,962958,964897
SRR1175079,964897,966527
SRR1175079,966527,968376
SRR1175079,968376,970376
SRR1175079,970376,972293
SRR1175079,972293,974083
SRR1175079,974083,975843
SRR1175079,975843,976833
SRR1175079,976833,978529
SRR1175079,978529,980282
SRR1175079,980282,982077
SRR1175079,982077,983924
SRR1175079,983924,985702
SRR1175079,985702,987514
SRR1175079,987514,989355
SRR1175079,989355,991117
SRR1175079,991117,992881
SRR1175079,992881,994671
SRR1175079,994671,996476
SRR1175079,996476,998276
SRR1175079,998276,1000120
SRR1175079,1000120,1001894
SRR1175079,1001894,1003739
SRR1175079,1003739,1005512
SRR1175079,1005512,1007148
SRR1175079,1007148,1008905
SRR1175079,1008905,1010667
SRR1175079,1010667,1012501
SRR1175079,1012501,1014319
SRR1175079,1014319,1016075
SRR1175079,1016075,1018058
SRR1175079,1018058,1019997
SRR1175079,1019997,1021811
SRR1175079,1021811,1023613
SRR1175079,1023613,1025375
SRR1175079,1025375,1027181
SRR1175079,1027181,1028981
SRR1175079,1028981,1030736
SRR1175079,1030736,1032509
SRR1175079,1032509,1034285
SRR1175079,1034285,1035990
SRR1175079,1035990,1037821
SRR1175079,1037821,1039635
SRR1175079,1039635,1041406
SRR1175079,1041406,1043173
SRR1175079,1043173,1044994
SRR1175079,1044994,1046783
SRR1175079,1046783,1048625
SRR1175079,1048625,1050379
SRR1175079,1050379,1052189
SRR1175079,1052189,1053944
SRR1175079,1053944,1055447
SRR1175079,1055447,1057296
SRR1175079,1057296,1059111
SRR1175079,1059111,1060945
SRR1175079,1060945,1062749
SRR1175079,1062749,1064471
SRR1175079,1064471,1066297
SRR1175079,1066297,1068139
SRR1175079,1068139,1069929
SRR1175079,1069929,1071715
SRR1175079,1071715,1073557
SRR1175079,1073557,1075320
SRR1175079,1075320,1077104
SRR1175079,1077104,1078770
SRR1175079,1078770,1080592
SRR1175079,1080592,1082440
SRR1175079,1082440,1084174
SRR1175079,1084174,1085885
SRR1175079,1085885,1087634
SRR1175079,1087634,1089431
SRR1175079,1089431,1090294
SRR1175079,1093110,1095022
SRR1175079,1095022,1096790
SRR1175079,1096790,1098612
SRR1175079,1098612,1100431
SRR1175079,1100431,1102278
SRR1175079,1102278,1104095
SRR1175079,1104095,1105862
SRR1175079,1105862,1107653
SRR1175079,1107653,1109417
SRR1175079,1109417,1111211
SRR1175079,1111211,1113043
SRR1175079,1113043,1114804
SRR1175079,1114804,1116413
SRR1175079,1116413,1118239
SRR1175079,1118239,1119996
SRR1175079,1119996,1121619
SRR1175079,1121619,1123468
SRR1175079,1123468,1125269
SRR1175079,1125269,1126945
SRR1175079,1126945,1128793
SRR1175079,1128793,1130118
SRR1175079,1130118,1131955
SRR1175079,1131955,1133764
SRR1175079,1133764,1135522
SRR1175079,1135522,1137310
SRR1175079,1137310,1139004
SRR1175079,1139004,1140644
SRR1175079,1140644,1142409
SRR1175079,1142409,1143991
SRR1175079,1143991,1145798
SRR1175079,1145798,1147552
SRR1175079,1147552,1149373
SRR1175079,1149373,1151201
SRR1175079,1151201,1153020
SRR1175079,1153020,1154663
SRR1175079,1154663,1156424
SRR1175079,1156424,1158163
SRR1175079,1158163,1159717
SRR1175079,1159717,1161255
SRR1175079,1161255,1162493
SRR1175079,1162493,1164446
SRR1175079,1164446,1166260
SRR1175079,1166260,1168010
SRR1175079,1171375,1173322
SRR1175079,1173322,1175140
SRR1175079,1175140,1176955
SRR1175079,1176955,1178725
SRR1175079,1178725,1180507
SRR1175079,1180507,1182106
SRR1175079,1182106,1183946
SRR1175079,1183946,1185714
SRR1175079,1185714,1187422
SRR1175079,1187422,1188362
SRR1175079,1188362,1190387
SRR1175079,1190387,1192331
SRR1175079,1192331,1194098
SRR1175079,1194098,1195929
SRR1175079,1195929,1197763
SRR1175079,1197763,1199507
SRR1175079,1199507,1201262
SRR1175079,1201262,1203043
SRR1175079,1203043,1204781
SRR1175079,1204781,1206457
SRR1175079,1206457,1208249
SRR1175079,1208249,1210098
SRR1175079,1210098,1211520
SRR1175079,1213879,1215879
SRR1175079,1215879,1216348
SRR1175079,1219029,1220967
SRR1175079,1220967,1222738
SRR1175079,1222738,1224555
SRR1175079,1224555,1226401
SRR1175079,1226401,1228139
SRR1175079,1228139,1229812
SRR1175079,1229812,1231640
SRR1175079,1231640,1233461
SRR1175079,1233461,1235277
SRR1175079,1235277,1237100
SRR1175079,1237100,1238931
SRR1175079,1238931,1240701
SRR1175079,1240701,1242464
SRR1175079,1242464,1244220
SRR1175079,1244220,1245919
SRR1175079,1245919,1247698
SRR1175079,1247698,1249436
SRR1175079,1249436,1251284
SRR1175079,1251284,1253121
SRR1175079,1253121,1254967
SRR1175079,1254967,1256763
SRR1175079,1256763,1258524
SRR1175079,1258524,1260121
SRR1175079,1260121,1262117
SRR1175079,1262117,1264141
SRR1175079,1264141,1266095
SRR1175079,1266095,1268059
SRR1175079,1268059,1269909
SRR1175079,1269909,1271619
SRR1175079,1271619,1273387
SRR1175079,1273387,1275157
SRR1175079,1275157,1276107
SRR1175079,1276107,1277849
SRR1175079,1277849,1279637
SRR1175079,1279637,1281428
SRR1175079,1281428,1283115
SRR1175079,1283115,1284841
SRR1175079,1284841,1286658
SRR1175079,1286658,1288496
SRR1175079,1288496,1290207
SRR1175079,1290207,1292034
SRR1175079,1292034,1293770
SRR1175079,1293770,1295228
SRR1175079,1295228,1297066
SRR1175079,1297066,1298724
SRR1175079,1298724,1300411
SRR1175079,1300411,1300879
SRR1175079,1300879,1302851
SRR1175079,1302851,1304699
SRR1175079,1304699,1306293
SRR1175079,1306293,1308104
SRR1175079,1308104,1309891
SRR1175079,1309891,1311640
SRR1175079,1311640,1313451
SRR1175079,1313451,1315274
SRR1175079,1315274,1317020
SRR1175079,1317020,1318813
SRR1175079,1318813,1320634
SRR1175079,1320634,1322387
SRR1175079,1322387,1324088
SRR1175079,1324088,1325881
SRR1175079,1325881,1327667
SRR1175079,1327667,1329419
SRR1175079,1329419,1330985
SRR1175079,1330985,1332742
SRR1175079,1332742,1334546
SRR1175079,1334546,1336138
SRR1175079,1336138,1337646
SRR1175079,1337646,1339307
SRR1175079,1339307,1340800
SRR1175079,1340800,1342731
SRR1175079,1342731,1344572
SRR1175079,1344572,1346164
SRR1175079,1346164,1347867
SRR1175079,1347867,1349623
SRR1175079,1349623,1351342
SRR1175079,1351342,1353046
SRR1175079,1353046,1354827
SRR1175079,1354827,1356630
SRR1175079,1356630,1358444
SRR1175079,1358444,1360256
SRR1175079,1360256,1362095
SRR1175079,1362095,1363830
SRR1175079,1363830,1365351
SRR1175079,1365351,1367107
SRR1175079,1367107,1368903
SRR1175079,1368903,1370750
SRR1175079,1370750,1372513
SRR1175079,1372513,1374308
SRR1175079,1374308,1376130
SRR1175079,1376130,1377919
SRR1175079,1377919,1379680
SRR1175079,1379680,1381456
SRR1175079,1381456,1383292
SRR1175079,1383292,1384946
SRR1175079,1384946,1386820
SRR1175079,1386820,1388814
SRR1175079,1388814,1390665
SRR1175079,1390665,1392429
SRR1175079,1392429,1394273
SRR1175079,1394273,1396022
SRR1175079,1396022,1397771
SRR1175079,1397771,1399608
SRR1175079,1399608,1401354
SRR1175079,1401354,1403197
SRR1175079,1403197,1404977
SRR1175079,1404977,1406634
SRR1175079,1406634,1408459
SRR1175079,1408459,1410270
SRR1175079,1410270,1412089
SRR1175079,1412089,1413810
SRR1175079,1413810,1415595
SRR1175079,1415595,1417365
SRR1175079,1417365,1419155
SRR1175079,1419155,1420939
SRR1175079,1420939,1422662
SRR1175079,1422662,1424463
SRR1175079,1424463,1426241
SRR1175079,1426241,1427940
SRR1175079,1427940,1429742
SRR1175079,1429742,1431437
SRR1175079,1431437,1433283
SRR1175079,1433283,1435126
SRR1175079,1435126,1436922
SRR1175079,1436922,1438603
SRR1175079,1438603,1440369
SRR1175079,1440369,1442157
SRR1175079,1442157,1443977
SRR1175079,1443977,1445777
SRR1175079,1445777,1447379
SRR1175079,1447379,1449073
SRR1175079,1449073,1450814
SRR1175079,1450814,1452644
SRR1175079,1452644,1454402
SRR1175079,1454402,1456065
SRR1175079,1456065,1457870
SRR1175079,1457870,1459670
SRR1175079,1459670,1461473
SRR1175079,1461473,1463295
SRR1175079,1463295,1465029
SRR1175079,1465029,1466876
SRR1175079,1466876,1468779
SRR1175079,1468779,1470395
SRR1175079,1470395,1472149
SRR1175079,1472149,1473975
SRR1175079,1473975,1475753
SRR1175079,1475753,1477514
SRR1175079,1477514,1479350
SRR1175079,1479350,1481078
SRR1175079,1481078,1482864
SRR1175079,1482864,1484531
SRR1175079,1484531,1486319
SRR1175079,1486319,1488084
SRR1175079,1488084,1489962
SRR1175079,1489962,1491860
SRR1175079,1491860,1493589
SRR1175079,1493589,1495370
SRR1175079,1495370,1497189
SRR1175079,1497189,1498974
SRR1175079,1498974,1500754
SRR1175079,1500754,1502582
SRR1175079,1502582,1504336
SRR1175079,1504336,1505934
SRR1175079,1505934,1507708
SRR1175079,1507708,1509312
SRR1175079,1509312,1511016
SRR1175079,1511016,1512773
SRR1175079,1512773,1514537
SRR1175079,1514537,1516324
SRR1175079,1516324,1518006
SRR1175079,1518006,1519777
SRR1175079,1519777,1521615
SRR1175079,1521615,1523383
SRR1175079,1523383,1525188
SRR1175079,1525188,1526993
SRR1175079,1526993,1528687
SRR1175079,1528687,1530339
SRR1175079,1530339,1531993
SRR1175079,1531993,1533843
SRR1175079,1533843,1535684
SRR1175079,1535684,1537498
SRR1175079,1537498,1539291
SRR1175079,1539291,1541006
SRR1175079,1541006,1542147
SRR1175079,1542147,1544339
SRR1175079,1544339,1546329
SRR1175079,1546329,1547955
SRR1175079,1547955,1549542
SRR1175079,1549542,1551312
SRR1175079,1551312,1553128
SRR1175079,1553128,1554902
SRR1175079,1554902,1556637
SRR1175079,1556637,1558192
SRR1175079,1558192,1559643
SRR1175079,1563402,1565146
SRR1175079,1565146,1567069
SRR1175079,1567069,1568848
SRR1175079,1568848,1570467
SRR1175079,1570467,1572066
SRR1175079,1572066,1574066
SRR1175079,1574066,1575921
SRR1175079,1575921,1577235
SRR1175079,1577235,1578907
SRR1175079,1578907,1580081
SRR1175079,1580081,1581770
SRR1175079,1581770,1583539
SRR1175079,1583539,1585287
SRR1175079,1585287,1587071
SRR1175079,1587071,1588576
SRR1175079,1588576,1590364
SRR1175079,1590364,1592158
SRR1175079,1592158,1593756
SRR1175079,1593756,1595454
SRR1175079,1595454,1597219
SRR1175079,1597219,1598872
SRR1175079,1598872,1600632
SRR1175079,1600632,1602434
SRR1175079,1602434,1604355
SRR1175079,1604355,1606355
SRR1175079,1606355,1608340
SRR1175079,1608340,1608780
SRR1175079,1608780,1610774
SRR1175079,1610774,1612319
SRR1175079,1612319,1614156
SRR1175079,1614156,1616120
SRR1175079,1616120,1618045
SRR1175079,1618045,1619999
SRR1175079,1619999,1621938
SRR1175079,1621938,1623649
SRR1175079,1623649,1625430
SRR1175079,1625430,1627156
SRR1175079,1627156,1628929
SRR1175079,1628929,1630571
SRR1175079,1638226,1640150
SRR1175079,1640150,1641762
SRR1175079,1641762,1643563
SRR1175079,1643563,1645108
SRR1175079,1645108,1646230
SRR1175079,1646230,1647980
SRR1175079,1647980,1649546
SRR1175079,1649546,1651330
SRR1175079,1651330,1653149
SRR1175079,1653149,1654867
SRR1175079,1654867,1656703
SRR1175079,1656703,1657599
SRR1175079,1657599,1659418
SRR1175079,1659418,1661215
SRR1175079,1661215,1662994
SRR1175079,1662994,1664644
SRR1175079,1664644,1666387
SRR1175079,1666387,1668180
SRR1175079,1668180,1669899
SRR1175079,1669899,1671646
SRR1175079,1671646,1673310
SRR1175079,1673310,1675144
SRR1175079,1675144,1676936
SRR1175079,1676936,1678786
SRR1175079,1678786,1680531
SRR1175079,1680531,1682228
SRR1175079,1682228,1683939
SRR1175079,1683939,1685625
SRR1175079,1685625,1687421
SRR1175079,1687421,1689092
SRR1175079,1689092,1690830
SRR1175079,1690830,1692677
SRR1175079,1692677,1694462
SRR1175079,1694462,1696287
SRR1175079,1696287,1698136
SRR1175079,1698136,1699968
SRR1175079,1699968,1701781
SRR1175079,1701781,1703425
SRR1175079,1703425,1705255
SRR1175079,1705255,1707081
SRR1175079,1707081,1708856
SRR1175079,1708856,1710675
SRR1175079,1710675,1712483
SRR1175079,1712483,1714322
SRR1175079,1714322,1716113
SRR1175079,1716113,1717879
SRR1175079,1717879,1719623
SRR1175079,1719623,1721351
SRR1175079,1721351,1723153
SRR1175079,1723153,1724961
SRR1175079,1724961,1726652
SRR1175079,1726652,1728331
SRR1175079,1728331,1730129
SRR1175079,1730129,1731969
SRR1175079,1731969,1733791
SRR1175079,1733791,1735632
SRR1175079,1735632,1736874
SRR1175079,1736874,1738637
SRR1175079,1738637,1740314
SRR1175079,1740314,1741847
SRR1175079,1741847,1743616
SRR1175079,1743616,1745387
SRR1175079,1745387,1747163
SRR1175079,1747163,1748964
SRR1175079,1748964,1750632
SRR1175079,1753365,1755359
SRR1175079,1755359,1757067
SRR1175079,1757067,1758803
SRR1175079,1758803,1760509
SRR1175079,1760509,1762295
SRR1175079,1762295,1763931
SRR1175079,1763931,1765708
SRR1175079,1765708,1767510
SRR1175079,1767510,1769257
SRR1175079,1769257,1771007
SRR1175079,1771007,1772836
SRR1175079,1772836,1774607
SRR1175079,1774607,1776202
SRR1175079,1776202,1777939
SRR1175079,1777939,1779300
SRR1175079,1779300,1781031
SRR1175079,1781031,1782558
SRR1175079,1782558,1784528
SRR1175079,1784528,1786485
SRR1175079,1786485,1788437
SRR1175079,1788437,1790088
SRR1175079,1790088,1791872
SRR1175079,1791872,1793697
SRR1175079,1793697,1795222
SRR1175079,1795222,1796907
SRR1175079,1796907,1798470
SRR1175079,1798470,1800021
SRR1175079,1800021,1801793
SRR1175079,1801793,1803584
SRR1175079,1803584,1805293
SRR1175079,1805293,1807097
SRR1175079,1807097,1808776
SRR1175079,1808776,1810551
SRR1175079,1810551,1812310
SRR1175079,1812310,1814129
SRR1175079,1814129,1815842
SRR1175079,1815842,1817519
SRR1175079,1817519,1819216
SRR1175079,1819216,1820810
SRR1175079,1820810,1822619
SRR1175079,1822619,1824465
SRR1175079,1824465,1826237
SRR1175079,1826237,1828031
SRR1175079,1828031,1829829
SRR1175079,1829829,1831528
SRR1175079,1831528,1833272
SRR1175079,1833272,1834900
