Sequence,Start,End,Primer Type
ERR144577,465088,466716,fwd
ERR144577,466716,468644,fwd
ERR144577,468644,470399,fwd
ERR144577,470399,472229,fwd
ERR144577,472229,473807,fwd
ERR144577,473807,475629,fwd
ERR144577,475629,477417,fwd
ERR144577,477417,479121,fwd
ERR144577,479121,480950,fwd
ERR144577,480950,482813,fwd
ERR144577,482813,484630,fwd
ERR144577,484630,486512,fwd
ERR144577,486512,488254,fwd
ERR144577,488254,490026,fwd
ERR144577,490026,491828,fwd
ERR144577,491828,493579,fwd
ERR144577,493579,495411,fwd
ERR144577,495411,497298,fwd
ERR144577,497298,499125,fwd
ERR144577,499125,500896,fwd
ERR144577,500896,502715,fwd
ERR144577,502715,504509,fwd
ERR144577,504509,506267,fwd
ERR144577,506267,507979,fwd
ERR144577,507979,509781,fwd
ERR144577,509781,511526,fwd
ERR144577,511526,513417,fwd
ERR144577,513417,515204,fwd
ERR144577,515204,516907,fwd
ERR144577,516907,518727,fwd
ERR144577,518727,520551,fwd
ERR144577,520551,522373,fwd
ERR144577,522373,524157,fwd
ERR144577,524157,525787,fwd
ERR144577,525787,527655,fwd
ERR144577,527655,528772,fwd
ERR144577,528772,530530,fwd
ERR144577,530530,532377,fwd
ERR144577,532377,534087,fwd
ERR144577,534087,535866,fwd
ERR144577,535866,537647,fwd
ERR144577,537647,539535,fwd
ERR144577,539535,541166,fwd
ERR144577,541166,542920,fwd
ERR144577,542920,544767,fwd
ERR144577,544767,546536,fwd
ERR144577,546536,548255,fwd
ERR144577,548255,550043,fwd
ERR144577,550043,551831,fwd
ERR144577,551831,553519,fwd
ERR144577,553519,555377,fwd
ERR144577,555377,557253,fwd
ERR144577,557253,558903,fwd
ERR144577,558903,560716,fwd
ERR144577,560716,562501,fwd
ERR144577,562501,564284,fwd
ERR144577,564284,565979,fwd
ERR144577,565979,567835,fwd
ERR144577,567835,569693,fwd
ERR144577,569693,571467,fwd
ERR144577,571467,573193,fwd
ERR144577,573193,575088,fwd
ERR144577,575088,576829,fwd
ERR144577,576829,578601,fwd
ERR144577,578601,580416,fwd
ERR144577,580416,582199,fwd
ERR144577,582199,583967,fwd
ERR144577,583967,585635,fwd
ERR144577,585635,587524,fwd
ERR144577,587524,589257,fwd
ERR144577,589257,591078,fwd
ERR144577,591078,592824,fwd
ERR144577,592824,594648,fwd
ERR144577,594648,596546,fwd
ERR144577,596546,598260,fwd
ERR144577,598260,600093,fwd
ERR144577,600093,601930,fwd
ERR144577,601930,603654,fwd
ERR144577,603654,605582,fwd
ERR144577,605582,607288,fwd
ERR144577,607288,609127,fwd
ERR144577,609127,610911,fwd
ERR144577,610911,612697,fwd
ERR144577,612697,614474,fwd
ERR144577,614474,616208,fwd
ERR144577,616208,618054,fwd
ERR144577,618054,619814,fwd
ERR144577,619814,620772,fwd
ERR144577,620772,622501,fwd
ERR144577,622501,624577,fwd
ERR144577,624577,626285,fwd
ERR144577,626285,628167,fwd
ERR144577,628167,629967,fwd
ERR144577,629967,631735,fwd
ERR144577,631735,633570,fwd
ERR144577,633570,635363,fwd
ERR144577,635363,637152,fwd
ERR144577,637152,638922,fwd
ERR144577,638922,640698,fwd
ERR144577,640698,642467,fwd
ERR144577,642467,644317,fwd
ERR144577,644317,646056,fwd
ERR144577,646056,647775,fwd
ERR144577,647775,649519,fwd
ERR144577,649519,651402,fwd
ERR144577,651402,653135,fwd
ERR144577,653135,654991,fwd
ERR144577,654991,656746,fwd
ERR144577,656746,658552,fwd
ERR144577,658552,660241,fwd
ERR144577,660241,662108,fwd
ERR144577,662108,663881,fwd
ERR144577,663881,665775,fwd
ERR144577,665775,667575,fwd
ERR144577,667575,669310,fwd
ERR144577,669310,669970,fwd
ERR144577,675913,677702,fwd
ERR144577,677702,679546,fwd
ERR144577,679546,681360,fwd
ERR144577,681360,683115,fwd
ERR144577,683115,684929,fwd
ERR144577,684929,686805,fwd
ERR144577,686805,688579,fwd
ERR144577,688579,690343,fwd
ERR144577,690343,692120,fwd
ERR144577,692120,693876,fwd
ERR144577,693876,695639,fwd
ERR144577,695639,697497,fwd
ERR144577,697497,699111,fwd
ERR144577,699111,700926,fwd
ERR144577,700926,702632,fwd
ERR144577,702632,704473,fwd
ERR144577,704473,706187,fwd
ERR144577,706187,707903,fwd
ERR144577,707903,709224,fwd
ERR144577,709224,711027,fwd
ERR144577,711027,712798,fwd
ERR144577,712798,714592,fwd
ERR144577,714592,716401,fwd
ERR144577,716401,718144,fwd
ERR144577,718144,719991,fwd
ERR144577,719991,721731,fwd
ERR144577,721731,723391,fwd
ERR144577,723391,725098,fwd
ERR144577,725098,726987,fwd
ERR144577,726987,728625,fwd
ERR144577,728625,730414,fwd
ERR144577,730414,732292,fwd
ERR144577,732292,734063,fwd
ERR144577,734063,735798,fwd
ERR144577,735798,737670,fwd
ERR144577,737670,739455,fwd
ERR144577,739455,741247,fwd
ERR144577,741247,743164,fwd
ERR144577,743164,744660,fwd
ERR144577,744660,746330,fwd
ERR144577,746330,748106,fwd
ERR144577,748106,750014,fwd
ERR144577,750014,751781,fwd
ERR144577,751781,753505,fwd
ERR144577,757036,758900,fwd
ERR144577,758900,760775,fwd
ERR144577,760775,762469,fwd
ERR144577,762469,764201,fwd
ERR144577,764201,765967,fwd
ERR144577,765967,767765,fwd
ERR144577,767765,769658,fwd
ERR144577,769658,771363,fwd
ERR144577,771363,773154,fwd
ERR144577,773154,774979,fwd
ERR144577,774979,776829,fwd
ERR144577,776829,778601,fwd
ERR144577,778601,780412,fwd
ERR144577,780412,782243,fwd
ERR144577,782243,784008,fwd
ERR144577,784008,785906,fwd
ERR144577,785906,787685,fwd
ERR144577,787685,789533,fwd
ERR144577,789533,791347,fwd
ERR144577,791347,793159,fwd
ERR144577,793159,795014,fwd
ERR144577,795014,796830,fwd
ERR144577,796830,798590,fwd
ERR144577,798590,800347,fwd
ERR144577,800347,802097,fwd
ERR144577,802097,803865,fwd
ERR144577,803865,805697,fwd
ERR144577,805697,807479,fwd
ERR144577,807479,809297,fwd
ERR144577,809297,811126,fwd
ERR144577,811126,812969,fwd
ERR144577,812969,814758,fwd
ERR144577,814758,816496,fwd
ERR144577,816496,818263,fwd
ERR144577,818263,819915,fwd
ERR144577,819915,821758,fwd
ERR144577,821758,823475,fwd
ERR144577,823475,825306,fwd
ERR144577,825306,827165,fwd
ERR144577,827165,828951,fwd
ERR144577,828951,830826,fwd
ERR144577,830826,832667,fwd
ERR144577,832667,833647,fwd
ERR144577,840866,842616,fwd
ERR144577,842616,844137,fwd
ERR144577,844137,845935,fwd
ERR144577,845935,847957,fwd
ERR144577,847957,848063,fwd
ERR144577,848063,850063,fwd
ERR144577,850063,851888,fwd
ERR144577,851888,853592,fwd
ERR144577,853592,855314,fwd
ERR144577,855314,857117,fwd
ERR144577,857117,858975,fwd
ERR144577,858975,860748,fwd
ERR144577,860748,862528,fwd
ERR144577,862528,864322,fwd
ERR144577,864322,866011,fwd
ERR144577,866011,867812,fwd
ERR144577,867812,869509,fwd
ERR144577,869509,871326,fwd
ERR144577,871326,873093,fwd
ERR144577,873093,874986,fwd
ERR144577,874986,876747,fwd
ERR144577,876747,878565,fwd
ERR144577,878565,880305,fwd
ERR144577,880305,882057,fwd
ERR144577,882057,883890,fwd
ERR144577,883890,885660,fwd
ERR144577,885660,887465,fwd
ERR144577,890994,892884,fwd
ERR144577,892884,894669,fwd
ERR144577,894669,896537,fwd
ERR144577,896537,898287,fwd
ERR144577,898287,900093,fwd
ERR144577,900093,901784,fwd
ERR144577,901784,903638,fwd
ERR144577,903638,905454,fwd
ERR144577,905454,907280,fwd
ERR144577,907280,909032,fwd
ERR144577,909032,910565,fwd
ERR144577,910565,912361,fwd
ERR144577,912361,914165,fwd
ERR144577,914165,916056,fwd
ERR144577,916056,917905,fwd
ERR144577,917905,919661,fwd
ERR144577,919661,921431,fwd
ERR144577,921431,922936,fwd
ERR144577,930447,932176,fwd
ERR144577,932176,933962,fwd
ERR144577,933962,935849,fwd
ERR144577,935849,937662,fwd
ERR144577,937662,939490,fwd
ERR144577,939490,941273,fwd
ERR144577,941273,943143,fwd
ERR144577,943143,944976,fwd
ERR144577,944976,946723,fwd
ERR144577,946723,948596,fwd
ERR144577,948596,950410,fwd
ERR144577,950410,952189,fwd
ERR144577,952189,953922,fwd
ERR144577,953922,955739,fwd
ERR144577,955739,957525,fwd
ERR144577,957525,959293,fwd
ERR144577,959293,960939,fwd
ERR144577,960939,962790,fwd
ERR144577,962790,964484,fwd
ERR144577,964484,966282,fwd
ERR144577,966282,968241,fwd
ERR144577,968241,968349,fwd
ERR144577,968349,970270,fwd
ERR144577,970270,972131,fwd
ERR144577,972131,973829,fwd
ERR144577,973829,974873,fwd
ERR144577,974873,976604,fwd
ERR144577,976604,978297,fwd
ERR144577,978297,980049,fwd
ERR144577,980049,981917,fwd
ERR144577,981917,983739,fwd
ERR144577,983739,985463,fwd
ERR144577,985463,987352,fwd
ERR144577,987352,989072,fwd
ERR144577,989072,990900,fwd
ERR144577,990900,992669,fwd
ERR144577,992669,994420,fwd
ERR144577,994420,996240,fwd
ERR144577,996240,998071,fwd
ERR144577,998071,999873,fwd
ERR144577,999873,1001720,fwd
ERR144577,1001720,1003491,fwd
ERR144577,1003491,1005105,fwd
ERR144577,1005105,1006895,fwd
ERR144577,1006895,1008635,fwd
ERR144577,1008635,1010446,fwd
ERR144577,1010446,1012273,fwd
ERR144577,1012273,1014061,fwd
ERR144577,1014061,1015859,fwd
ERR144577,1015859,1017706,fwd
ERR144577,1017706,1018031,fwd
ERR144577,1018031,1019857,fwd
ERR144577,1019857,1021619,fwd
ERR144577,1021619,1023452,fwd
ERR144577,1023452,1025161,fwd
ERR144577,1025161,1026984,fwd
ERR144577,1026984,1028802,fwd
ERR144577,1028802,1030557,fwd
ERR144577,1030557,1032329,fwd
ERR144577,1032329,1034003,fwd
ERR144577,1034003,1035743,fwd
ERR144577,1035743,1037605,fwd
ERR144577,1037605,1039397,fwd
ERR144577,1039397,1041184,fwd
ERR144577,1041184,1042995,fwd
ERR144577,1042995,1044756,fwd
ERR144577,1044756,1046547,fwd
ERR144577,1046547,1048372,fwd
ERR144577,1048372,1050170,fwd
ERR144577,1050170,1051925,fwd
ERR144577,1051925,1053432,fwd
ERR144577,1053432,1055218,fwd
ERR144577,1055218,1057094,fwd
ERR144577,1057094,1058936,fwd
ERR144577,1058936,1060766,fwd
ERR144577,1060766,1062512,fwd
ERR144577,1062512,1064294,fwd
ERR144577,1064294,1066086,fwd
ERR144577,1066086,1067944,fwd
ERR144577,1067944,1069747,fwd
ERR144577,1069747,1071512,fwd
ERR144577,1071512,1073341,fwd
ERR144577,1073341,1075140,fwd
ERR144577,1075140,1076723,fwd
ERR144577,1076723,1078531,fwd
ERR144577,1078531,1080344,fwd
ERR144577,1080344,1082252,fwd
ERR144577,1082252,1083965,fwd
ERR144577,1083965,1085691,fwd
ERR144577,1085691,1087380,fwd
ERR144577,1087380,1088339,fwd
ERR144577,1093083,1094845,fwd
ERR144577,1098370,1100243,fwd
ERR144577,1100243,1102106,fwd
ERR144577,1102106,1103889,fwd
ERR144577,1103889,1105691,fwd
ERR144577,1105691,1107404,fwd
ERR144577,1107404,1109203,fwd
ERR144577,1109203,1110951,fwd
ERR144577,1110951,1112819,fwd
ERR144577,1112819,1114423,fwd
ERR144577,1114423,1116182,fwd
ERR144577,1116182,1118007,fwd
ERR144577,1118007,1119666,fwd
ERR144577,1119666,1121457,fwd
ERR144577,1121457,1123204,fwd
ERR144577,1123204,1124982,fwd
ERR144577,1124982,1126697,fwd
ERR144577,1126697,1128200,fwd
ERR144577,1128200,1129878,fwd
ERR144577,1129878,1131735,fwd
ERR144577,1131735,1133556,fwd
ERR144577,1133556,1135284,fwd
ERR144577,1135284,1136985,fwd
ERR144577,1136985,1138690,fwd
ERR144577,1138690,1140438,fwd
ERR144577,1140438,1141975,fwd
ERR144577,1141975,1143772,fwd
ERR144577,1143772,1145612,fwd
ERR144577,1145612,1147342,fwd
ERR144577,1147342,1149139,fwd
ERR144577,1149139,1150998,fwd
ERR144577,1150998,1152732,fwd
ERR144577,1152732,1154439,fwd
ERR144577,1154439,1156207,fwd
ERR144577,1156207,1157700,fwd
ERR144577,1157700,1159327,fwd
ERR144577,1162450,1164154,fwd
ERR144577,1164154,1166068,fwd
ERR144577,1166068,1167794,fwd
ERR144577,1171348,1173140,fwd
ERR144577,1173140,1174945,fwd
ERR144577,1174945,1176721,fwd
ERR144577,1176721,1178454,fwd
ERR144577,1178454,1180007,fwd
ERR144577,1180007,1181896,fwd
ERR144577,1181896,1183758,fwd
ERR144577,1183758,1185419,fwd
ERR144577,1185419,1186302,fwd
ERR144577,1186302,1188317,fwd
ERR144577,1188317,1188335,fwd
ERR144577,1188335,1190388,fwd
ERR144577,1190388,1192172,fwd
ERR144577,1192172,1193946,fwd
ERR144577,1193946,1195735,fwd
ERR144577,1195735,1197605,fwd
ERR144577,1197605,1199331,fwd
ERR144577,1199331,1201081,fwd
ERR144577,1201081,1202772,fwd
ERR144577,1202772,1204455,fwd
ERR144577,1204455,1206259,fwd
ERR144577,1206259,1208093,fwd
ERR144577,1208093,1209594,fwd
ERR144577,1213870,1214363,fwd
ERR144577,1219020,1220693,fwd
ERR144577,1220693,1222514,fwd
ERR144577,1222514,1224341,fwd
ERR144577,1224341,1226228,fwd
ERR144577,1226228,1227758,fwd
ERR144577,1227758,1229650,fwd
ERR144577,1229650,1231480,fwd
ERR144577,1231480,1233316,fwd
ERR144577,1233316,1235013,fwd
ERR144577,1235013,1236855,fwd
ERR144577,1236855,1238667,fwd
ERR144577,1238667,1240491,fwd
ERR144577,1240491,1242299,fwd
ERR144577,1242299,1243992,fwd
ERR144577,1243992,1245662,fwd
ERR144577,1245662,1247488,fwd
ERR144577,1247488,1249292,fwd
ERR144577,1249292,1251064,fwd
ERR144577,1251064,1252970,fwd
ERR144577,1252970,1254733,fwd
ERR144577,1254733,1256560,fwd
ERR144577,1256560,1258188,fwd
ERR144577,1258188,1259765,fwd
ERR144577,1262089,1262108,fwd
ERR144577,1262108,1264226,fwd
ERR144577,1264226,1266086,fwd
ERR144577,1266086,1267886,fwd
ERR144577,1267886,1269683,fwd
ERR144577,1269683,1271438,fwd
ERR144577,1271438,1273195,fwd
ERR144577,1273195,1274162,fwd
ERR144577,1277680,1279423,fwd
ERR144577,1279423,1281167,fwd
ERR144577,1281167,1282833,fwd
ERR144577,1282833,1284679,fwd
ERR144577,1284679,1286453,fwd
ERR144577,1286453,1288262,fwd
ERR144577,1288262,1289972,fwd
ERR144577,1289972,1291759,fwd
ERR144577,1291759,1293281,fwd
ERR144577,1293281,1295040,fwd
ERR144577,1295040,1296662,fwd
ERR144577,1296662,1298394,fwd
ERR144577,1298394,1298716,fwd
ERR144577,1298716,1300853,fwd
ERR144577,1300853,1302693,fwd
ERR144577,1302693,1304250,fwd
ERR144577,1304250,1306087,fwd
ERR144577,1306087,1307894,fwd
ERR144577,1307894,1309685,fwd
ERR144577,1309685,1311487,fwd
ERR144577,1311487,1313232,fwd
ERR144577,1313232,1315071,fwd
ERR144577,1315071,1316865,fwd
ERR144577,1316865,1318627,fwd
ERR144577,1318627,1320491,fwd
ERR144577,1320491,1322155,fwd
ERR144577,1322155,1323851,fwd
ERR144577,1323851,1325681,fwd
ERR144577,1325681,1327507,fwd
ERR144577,1327507,1329009,fwd
ERR144577,1329009,1330794,fwd
ERR144577,1330794,1332505,fwd
ERR144577,1332505,1334130,fwd
ERR144577,1334130,1335652,fwd
ERR144577,1335652,1337361,fwd
ERR144577,1337361,1338953,fwd
ERR144577,1338953,1340792,fwd
ERR144577,1340792,1342544,fwd
ERR144577,1342544,1344262,fwd
ERR144577,1344262,1345955,fwd
ERR144577,1345955,1347586,fwd
ERR144577,1347586,1349358,fwd
ERR144577,1349358,1351112,fwd
ERR144577,1351112,1352854,fwd
ERR144577,1352854,1354613,fwd
ERR144577,1354613,1356392,fwd
ERR144577,1356392,1358230,fwd
ERR144577,1358230,1360061,fwd
ERR144577,1360061,1361901,fwd
ERR144577,1361901,1363403,fwd
ERR144577,1363403,1365198,fwd
ERR144577,1365198,1366964,fwd
ERR144577,1366964,1368734,fwd
ERR144577,1368734,1370560,fwd
ERR144577,1370560,1372332,fwd
ERR144577,1372332,1374167,fwd
ERR144577,1374167,1375891,fwd
ERR144577,1375891,1377708,fwd
ERR144577,1377708,1379497,fwd
ERR144577,1379497,1381309,fwd
ERR144577,1381309,1382799,fwd
ERR144577,1382799,1384641,fwd
ERR144577,1384641,1384938,fwd
ERR144577,1384938,1386812,fwd
ERR144577,1386812,1388605,fwd
ERR144577,1388605,1390396,fwd
ERR144577,1390396,1392224,fwd
ERR144577,1392224,1394113,fwd
ERR144577,1394113,1395861,fwd
ERR144577,1395861,1397546,fwd
ERR144577,1397546,1399359,fwd
ERR144577,1399359,1401149,fwd
ERR144577,1401149,1402941,fwd
ERR144577,1402941,1404599,fwd
ERR144577,1404599,1406415,fwd
ERR144577,1406415,1408202,fwd
ERR144577,1408202,1410108,fwd
ERR144577,1410108,1411782,fwd
ERR144577,1411782,1413615,fwd
ERR144577,1413615,1415357,fwd
ERR144577,1415357,1417141,fwd
ERR144577,1417141,1418974,fwd
ERR144577,1418974,1420725,fwd
ERR144577,1420725,1422475,fwd
ERR144577,1422475,1424267,fwd
ERR144577,1424267,1426020,fwd
ERR144577,1426020,1427775,fwd
ERR144577,1427775,1429496,fwd
ERR144577,1429496,1431229,fwd
ERR144577,1431229,1433118,fwd
ERR144577,1433118,1434932,fwd
ERR144577,1434932,1436660,fwd
ERR144577,1436660,1438347,fwd
ERR144577,1438347,1440224,fwd
ERR144577,1440224,1441974,fwd
ERR144577,1441974,1443822,fwd
ERR144577,1443822,1445368,fwd
ERR144577,1445368,1447068,fwd
ERR144577,1447068,1448744,fwd
ERR144577,1448744,1450607,fwd
ERR144577,1450607,1452444,fwd
ERR144577,1452444,1454041,fwd
ERR144577,1454041,1455903,fwd
ERR144577,1455903,1457722,fwd
ERR144577,1457722,1459433,fwd
ERR144577,1459433,1461269,fwd
ERR144577,1461269,1463123,fwd
ERR144577,1463123,1464800,fwd
ERR144577,1464800,1466588,fwd
ERR144577,1466588,1468752,fwd
ERR144577,1468752,1470247,fwd
ERR144577,1470247,1471950,fwd
ERR144577,1471950,1473745,fwd
ERR144577,1473745,1475550,fwd
ERR144577,1475550,1477309,fwd
ERR144577,1477309,1479130,fwd
ERR144577,1479130,1480923,fwd
ERR144577,1480923,1482510,fwd
ERR144577,1482510,1484243,fwd
ERR144577,1484243,1486131,fwd
ERR144577,1486131,1487886,fwd
ERR144577,1487886,1489931,fwd
ERR144577,1489931,1491565,fwd
ERR144577,1491565,1493309,fwd
ERR144577,1493309,1495199,fwd
ERR144577,1495199,1496976,fwd
ERR144577,1496976,1498781,fwd
ERR144577,1498781,1500575,fwd
ERR144577,1500575,1502254,fwd
ERR144577,1502254,1504010,fwd
ERR144577,1504010,1505699,fwd
ERR144577,1505699,1507335,fwd
ERR144577,1507335,1508981,fwd
ERR144577,1508981,1510814,fwd
ERR144577,1510814,1512575,fwd
ERR144577,1512575,1514304,fwd
ERR144577,1514304,1515981,fwd
ERR144577,1515981,1517814,fwd
ERR144577,1517814,1519615,fwd
ERR144577,1519615,1521425,fwd
ERR144577,1521425,1523209,fwd
ERR144577,1523209,1524969,fwd
ERR144577,1524969,1526752,fwd
ERR144577,1526752,1528320,fwd
ERR144577,1528320,1530092,fwd
ERR144577,1530092,1531802,fwd
ERR144577,1531802,1533651,fwd
ERR144577,1533651,1535491,fwd
ERR144577,1535491,1537354,fwd
ERR144577,1537354,1539096,fwd
ERR144577,1539096,1540776,fwd
ERR144577,1540776,1542136,fwd
ERR144577,1542136,1544328,fwd
ERR144577,1544328,1546046,fwd
ERR144577,1546046,1547582,fwd
ERR144577,1547582,1549391,fwd
ERR144577,1549391,1551088,fwd
ERR144577,1551088,1552964,fwd
ERR144577,1552964,1554629,fwd
ERR144577,1554629,1556241,fwd
