Sequence,Start,End,Primer Type
SRR1175079,479147,480976,1
SRR1175079,480976,482839,1
SRR1175079,482839,484656,1
SRR1175079,484656,486538,1
SRR1175079,486538,488280,1
SRR1175079,488280,490052,1
SRR1175079,490052,491854,1
SRR1175079,491854,493605,1
SRR1175079,493605,495437,1
SRR1175079,495437,497324,1
SRR1175079,497324,499151,1
SRR1175079,499151,500922,1
SRR1175079,500922,502741,1
SRR1175079,502741,504535,1
SRR1175079,504535,506293,1
SRR1175079,506293,508005,1
SRR1175079,508005,509807,1
SRR1175079,509807,511552,1
SRR1175079,511552,513443,1
SRR1175079,513443,515230,1
SRR1175079,515230,516933,1
SRR1175079,516933,518753,1
SRR1175079,518753,520577,1
SRR1175079,520577,522399,1
SRR1175079,522399,524183,1
SRR1175079,524183,525813,1
SRR1175079,525813,527681,1
SRR1175079,527681,528798,1
SRR1175079,528798,530556,1
SRR1175079,530556,532403,1
SRR1175079,532403,534113,1
SRR1175079,534113,535892,1
SRR1175079,535892,537673,1
SRR1175079,537673,539561,1
SRR1175079,539561,541192,1
SRR1175079,541192,542946,1
SRR1175079,542946,544793,1
SRR1175079,544793,546562,1
SRR1175079,546562,548281,1
SRR1175079,548281,550069,1
SRR1175079,550069,551857,1
SRR1175079,551857,553545,1
SRR1175079,553545,555403,1
SRR1175079,555403,557279,1
SRR1175079,557279,558929,1
SRR1175079,558929,560742,1
SRR1175079,560742,562527,1
SRR1175079,562527,564310,1
SRR1175079,564310,566005,1
SRR1175079,566005,567861,1
SRR1175079,567861,569719,1
SRR1175079,569719,571493,1
SRR1175079,571493,573219,1
SRR1175079,573219,575114,1
SRR1175079,575114,576855,1
SRR1175079,576855,578627,1
SRR1175079,578627,580442,1
SRR1175079,580442,582225,1
SRR1175079,582225,583993,1
SRR1175079,583993,585661,1
SRR1175079,585661,587550,1
SRR1175079,587550,589283,1
SRR1175079,589283,591104,1
SRR1175079,591104,592850,1
SRR1175079,592850,594674,1
SRR1175079,594674,596572,1
SRR1175079,596572,598286,1
SRR1175079,598286,600119,1
SRR1175079,600119,601956,1
SRR1175079,601956,603680,1
SRR1175079,603680,605608,1
SRR1175079,605608,607314,1
SRR1175079,607314,609153,1
SRR1175079,609153,610937,1
SRR1175079,610937,612723,1
SRR1175079,612723,614500,1
SRR1175079,614500,616234,1
SRR1175079,616234,618080,1
SRR1175079,618080,619840,1
SRR1175079,619840,620798,1
SRR1175079,620798,622527,1
SRR1175079,622527,624603,1
SRR1175079,624603,626311,1
SRR1175079,626311,628193,1
SRR1175079,628193,629993,1
SRR1175079,629993,631761,1
SRR1175079,631761,633596,1
SRR1175079,633596,635389,1
SRR1175079,635389,637178,1
SRR1175079,637178,638948,1
SRR1175079,638948,640724,1
SRR1175079,640724,642493,1
SRR1175079,642493,644343,1
SRR1175079,644343,646082,1
SRR1175079,646082,647801,1
SRR1175079,647801,649545,1
SRR1175079,649545,651428,1
SRR1175079,651428,653161,1
SRR1175079,653161,655017,1
SRR1175079,655017,656772,1
SRR1175079,656772,658578,1
SRR1175079,658578,660267,1
SRR1175079,660267,662134,1
SRR1175079,662134,663907,1
SRR1175079,663907,665801,1
SRR1175079,665801,667601,1
SRR1175079,667601,669336,1
SRR1175079,669336,669996,1
SRR1175079,675939,677728,1
SRR1175079,677728,679572,1
SRR1175079,679572,681386,1
SRR1175079,681386,683141,1
SRR1175079,683141,684955,1
SRR1175079,684955,686831,1
SRR1175079,686831,688605,1
SRR1175079,688605,690369,1
SRR1175079,690369,692146,1
SRR1175079,692146,693902,1
SRR1175079,693902,695665,1
SRR1175079,695665,697523,1
SRR1175079,697523,699137,1
SRR1175079,699137,700952,1
SRR1175079,700952,702658,1
SRR1175079,702658,704499,1
SRR1175079,704499,706213,1
SRR1175079,706213,707929,1
SRR1175079,707929,709250,1
SRR1175079,709250,711053,1
SRR1175079,711053,712824,1
SRR1175079,712824,714618,1
SRR1175079,714618,716427,1
SRR1175079,716427,718170,1
SRR1175079,718170,720017,1
SRR1175079,720017,721757,1
SRR1175079,721757,723417,1
SRR1175079,723417,725124,1
SRR1175079,725124,727013,1
SRR1175079,727013,728651,1
SRR1175079,728651,730440,1
SRR1175079,730440,732318,1
SRR1175079,732318,734089,1
SRR1175079,734089,735824,1
SRR1175079,735824,737696,1
SRR1175079,737696,739481,1
SRR1175079,739481,741273,1
SRR1175079,741273,743190,1
SRR1175079,743190,744686,1
SRR1175079,744686,746356,1
SRR1175079,746356,748132,1
SRR1175079,748132,750040,1
SRR1175079,750040,751807,1
SRR1175079,751807,753531,1
SRR1175079,757062,758926,1
SRR1175079,758926,760801,1
SRR1175079,760801,762495,1
SRR1175079,762495,764227,1
SRR1175079,764227,765993,1
SRR1175079,765993,767791,1
SRR1175079,767791,769684,1
SRR1175079,769684,771389,1
SRR1175079,771389,773180,1
SRR1175079,773180,775005,1
SRR1175079,775005,776855,1
SRR1175079,776855,778627,1
SRR1175079,778627,780438,1
SRR1175079,780438,782269,1
SRR1175079,782269,784034,1
SRR1175079,784034,785932,1
SRR1175079,785932,787711,1
SRR1175079,787711,789559,1
SRR1175079,789559,791373,1
SRR1175079,791373,793185,1
SRR1175079,793185,795040,1
SRR1175079,795040,796856,1
SRR1175079,796856,798616,1
SRR1175079,798616,800373,1
SRR1175079,800373,802123,1
SRR1175079,802123,803891,1
SRR1175079,803891,805723,1
SRR1175079,805723,807505,1
SRR1175079,807505,809323,1
SRR1175079,809323,811152,1
SRR1175079,811152,812995,1
SRR1175079,812995,814784,1
SRR1175079,814784,816522,1
SRR1175079,816522,818289,1
SRR1175079,818289,819941,1
SRR1175079,819941,821784,1
SRR1175079,821784,823501,1
SRR1175079,823501,825332,1
SRR1175079,825332,827191,1
SRR1175079,827191,828977,1
SRR1175079,828977,830852,1
SRR1175079,830852,832693,1
SRR1175079,832693,833673,1
SRR1175079,840892,842642,1
SRR1175079,842642,844163,1
SRR1175079,844163,845961,1
SRR1175079,845961,847983,1
SRR1175079,847983,848089,1
SRR1175079,848089,850089,1
SRR1175079,850089,851914,1
SRR1175079,851914,853618,1
SRR1175079,853618,855341,1
SRR1175079,855341,857144,1
SRR1175079,857144,859002,1
SRR1175079,859002,860775,1
SRR1175079,860775,862555,1
SRR1175079,862555,864349,1
SRR1175079,864349,866038,1
SRR1175079,866038,867839,1
SRR1175079,867839,869536,1
SRR1175079,869536,871353,1
SRR1175079,871353,873120,1
SRR1175079,873120,875013,1
SRR1175079,875013,876774,1
SRR1175079,876774,878592,1
SRR1175079,878592,880332,1
SRR1175079,880332,882084,1
SRR1175079,882084,883917,1
SRR1175079,883917,885687,1
SRR1175079,885687,887492,1
SRR1175079,891021,892911,1
SRR1175079,892911,894696,1
SRR1175079,894696,896564,1
SRR1175079,896564,898314,1
SRR1175079,898314,900120,1
SRR1175079,900120,901811,1
SRR1175079,901811,903665,1
SRR1175079,903665,905481,1
SRR1175079,905481,907307,1
SRR1175079,907307,909059,1
SRR1175079,909059,910592,1
SRR1175079,910592,912388,1
SRR1175079,912388,914192,1
SRR1175079,914192,916083,1
SRR1175079,916083,917932,1
SRR1175079,917932,919688,1
SRR1175079,919688,921458,1
SRR1175079,921458,922963,1
SRR1175079,930474,932203,1
SRR1175079,932203,933989,1
SRR1175079,933989,935876,1
SRR1175079,935876,937689,1
SRR1175079,937689,939517,1
SRR1175079,939517,941300,1
SRR1175079,941300,943170,1
SRR1175079,943170,945003,1
SRR1175079,945003,946750,1
SRR1175079,946750,948623,1
SRR1175079,948623,950437,1
SRR1175079,950437,952216,1
SRR1175079,952216,953949,1
SRR1175079,953949,955766,1
SRR1175079,955766,957552,1
SRR1175079,957552,959320,1
SRR1175079,959320,960966,1
SRR1175079,960966,962817,1
SRR1175079,962817,964511,1
SRR1175079,964511,966309,1
SRR1175079,966309,968268,1
SRR1175079,968268,968376,1
SRR1175079,968376,970297,1
SRR1175079,970297,972158,1
SRR1175079,972158,973856,1
SRR1175079,973856,974900,1
SRR1175079,974900,976631,1
SRR1175079,976631,978324,1
SRR1175079,978324,980076,1
SRR1175079,980076,981944,1
SRR1175079,981944,983766,1
SRR1175079,983766,985490,1
SRR1175079,985490,987379,1
SRR1175079,987379,989099,1
SRR1175079,989099,990927,1
SRR1175079,990927,992696,1
SRR1175079,992696,994447,1
SRR1175079,994447,996267,1
SRR1175079,996267,998098,1
SRR1175079,998098,999900,1
SRR1175079,999900,1001747,1
SRR1175079,1001747,1003518,1
SRR1175079,1003518,1005132,1
SRR1175079,1005132,1006922,1
SRR1175079,1006922,1008662,1
SRR1175079,1008662,1010473,1
SRR1175079,1010473,1012300,1
SRR1175079,1012300,1014088,1
SRR1175079,1014088,1015886,1
SRR1175079,1015886,1017733,1
SRR1175079,1017733,1018058,1
SRR1175079,1018058,1019884,1
SRR1175079,1019884,1021646,1
SRR1175079,1021646,1023479,1
SRR1175079,1023479,1025188,1
SRR1175079,1025188,1027011,1
SRR1175079,1027011,1028829,1
SRR1175079,1028829,1030584,1
SRR1175079,1030584,1032356,1
SRR1175079,1032356,1034030,1
SRR1175079,1034030,1035770,1
SRR1175079,1035770,1037632,1
SRR1175079,1037632,1039424,1
SRR1175079,1039424,1041211,1
SRR1175079,1041211,1043022,1
SRR1175079,1043022,1044783,1
SRR1175079,1044783,1046574,1
SRR1175079,1046574,1048399,1
SRR1175079,1048399,1050197,1
SRR1175079,1050197,1051952,1
SRR1175079,1051952,1053459,1
SRR1175079,1053459,1055245,1
SRR1175079,1055245,1057121,1
SRR1175079,1057121,1058963,1
SRR1175079,1058963,1060793,1
SRR1175079,1060793,1062539,1
SRR1175079,1062539,1064321,1
SRR1175079,1064321,1066113,1
SRR1175079,1066113,1067971,1
SRR1175079,1067971,1069774,1
SRR1175079,1069774,1071539,1
SRR1175079,1071539,1073368,1
SRR1175079,1073368,1075167,1
SRR1175079,1075167,1076750,1
SRR1175079,1076750,1078558,1
SRR1175079,1078558,1080371,1
SRR1175079,1080371,1082279,1
SRR1175079,1082279,1083992,1
SRR1175079,1083992,1085718,1
SRR1175079,1085718,1087407,1
SRR1175079,1087407,1088366,1
SRR1175079,1093110,1094872,1
SRR1175079,1098397,1100270,1
SRR1175079,1100270,1102133,1
SRR1175079,1102133,1103916,1
SRR1175079,1103916,1105718,1
SRR1175079,1105718,1107431,1
SRR1175079,1107431,1109230,1
SRR1175079,1109230,1110978,1
SRR1175079,1110978,1112846,1
SRR1175079,1112846,1114450,1
SRR1175079,1114450,1116209,1
SRR1175079,1116209,1118034,1
SRR1175079,1118034,1119693,1
SRR1175079,1119693,1121484,1
SRR1175079,1121484,1123231,1
SRR1175079,1123231,1125009,1
SRR1175079,1125009,1126724,1
SRR1175079,1126724,1128227,1
SRR1175079,1128227,1129905,1
SRR1175079,1129905,1131762,1
SRR1175079,1131762,1133583,1
SRR1175079,1133583,1135311,1
SRR1175079,1135311,1137012,1
SRR1175079,1137012,1138717,1
SRR1175079,1138717,1140465,1
SRR1175079,1140465,1142002,1
SRR1175079,1142002,1143799,1
SRR1175079,1143799,1145639,1
SRR1175079,1145639,1147369,1
SRR1175079,1147369,1149166,1
SRR1175079,1149166,1151025,1
SRR1175079,1151025,1152759,1
SRR1175079,1152759,1154466,1
SRR1175079,1154466,1156234,1
SRR1175079,1156234,1157727,1
SRR1175079,1157727,1159354,1
SRR1175079,1162477,1164181,1
SRR1175079,1164181,1166095,1
SRR1175079,1166095,1167821,1
SRR1175079,1171375,1173167,1
SRR1175079,1173167,1174972,1
SRR1175079,1174972,1176748,1
SRR1175079,1176748,1178481,1
SRR1175079,1178481,1180034,1
SRR1175079,1180034,1181923,1
SRR1175079,1181923,1183785,1
SRR1175079,1183785,1185446,1
SRR1175079,1185446,1186329,1
SRR1175079,1186329,1188344,1
SRR1175079,1188344,1188362,1
SRR1175079,1188362,1190397,1
SRR1175079,1190397,1192181,1
SRR1175079,1192181,1193955,1
SRR1175079,1193955,1195744,1
SRR1175079,1195744,1197614,1
SRR1175079,1197614,1199340,1
SRR1175079,1199340,1201090,1
SRR1175079,1201090,1202781,1
SRR1175079,1202781,1204464,1
SRR1175079,1204464,1206268,1
SRR1175079,1206268,1208102,1
SRR1175079,1208102,1209603,1
SRR1175079,1213879,1214372,1
SRR1175079,1219029,1220702,1
SRR1175079,1220702,1222523,1
SRR1175079,1222523,1224350,1
SRR1175079,1224350,1226237,1
SRR1175079,1226237,1227767,1
SRR1175079,1227767,1229659,1
SRR1175079,1229659,1231489,1
SRR1175079,1231489,1233325,1
SRR1175079,1233325,1235022,1
SRR1175079,1235022,1236864,1
SRR1175079,1236864,1238676,1
SRR1175079,1238676,1240500,1
SRR1175079,1240500,1242308,1
SRR1175079,1242308,1244001,1
SRR1175079,1244001,1245671,1
SRR1175079,1245671,1247497,1
SRR1175079,1247497,1249301,1
SRR1175079,1249301,1251073,1
SRR1175079,1251073,1252979,1
SRR1175079,1252979,1254742,1
SRR1175079,1254742,1256569,1
SRR1175079,1256569,1258197,1
SRR1175079,1258197,1259774,1
SRR1175079,1262098,1262117,1
SRR1175079,1262117,1264235,1
SRR1175079,1264235,1266095,1
SRR1175079,1266095,1267895,1
SRR1175079,1267895,1269692,1
SRR1175079,1269692,1271447,1
SRR1175079,1271447,1273204,1
SRR1175079,1273204,1274171,1
SRR1175079,1277689,1279432,1
SRR1175079,1279432,1281175,1
SRR1175079,1281175,1282841,1
SRR1175079,1282841,1284687,1
SRR1175079,1284687,1286461,1
SRR1175079,1286461,1288270,1
SRR1175079,1288270,1289980,1
SRR1175079,1289980,1291767,1
SRR1175079,1291767,1293289,1
SRR1175079,1293289,1295048,1
SRR1175079,1295048,1296670,1
SRR1175079,1296670,1298402,1
SRR1175079,1298402,1298724,1
SRR1175079,1298724,1300861,1
SRR1175079,1300861,1302701,1
SRR1175079,1302701,1304258,1
SRR1175079,1304258,1306095,1
SRR1175079,1306095,1307902,1
SRR1175079,1307902,1309693,1
SRR1175079,1309693,1311495,1
SRR1175079,1311495,1313240,1
SRR1175079,1313240,1315079,1
SRR1175079,1315079,1316873,1
SRR1175079,1316873,1318635,1
SRR1175079,1318635,1320499,1
SRR1175079,1320499,1322163,1
SRR1175079,1322163,1323859,1
SRR1175079,1323859,1325689,1
SRR1175079,1325689,1327515,1
SRR1175079,1327515,1329017,1
SRR1175079,1329017,1330802,1
SRR1175079,1330802,1332513,1
SRR1175079,1332513,1334138,1
SRR1175079,1334138,1335660,1
SRR1175079,1335660,1337369,1
SRR1175079,1337369,1338961,1
SRR1175079,1338961,1340800,1
SRR1175079,1340800,1342552,1
SRR1175079,1342552,1344270,1
SRR1175079,1344270,1345963,1
SRR1175079,1345963,1347594,1
SRR1175079,1347594,1349366,1
SRR1175079,1349366,1351120,1
SRR1175079,1351120,1352862,1
SRR1175079,1352862,1354621,1
SRR1175079,1354621,1356400,1
SRR1175079,1356400,1358238,1
SRR1175079,1358238,1360069,1
SRR1175079,1360069,1361909,1
SRR1175079,1361909,1363411,1
SRR1175079,1363411,1365206,1
SRR1175079,1365206,1366972,1
SRR1175079,1366972,1368742,1
SRR1175079,1368742,1370568,1
SRR1175079,1370568,1372340,1
SRR1175079,1372340,1374175,1
SRR1175079,1374175,1375899,1
SRR1175079,1375899,1377716,1
SRR1175079,1377716,1379505,1
SRR1175079,1379505,1381317,1
SRR1175079,1381317,1382807,1
SRR1175079,1382807,1384649,1
SRR1175079,1384649,1384946,1
SRR1175079,1384946,1386820,1
SRR1175079,1386820,1388613,1
SRR1175079,1388613,1390404,1
SRR1175079,1390404,1392232,1
SRR1175079,1392232,1394121,1
SRR1175079,1394121,1395869,1
SRR1175079,1395869,1397554,1
SRR1175079,1397554,1399367,1
SRR1175079,1399367,1401157,1
SRR1175079,1401157,1402949,1
SRR1175079,1402949,1404607,1
SRR1175079,1404607,1406423,1
SRR1175079,1406423,1408210,1
SRR1175079,1408210,1410116,1
SRR1175079,1410116,1411790,1
SRR1175079,1411790,1413623,1
SRR1175079,1413623,1415365,1
SRR1175079,1415365,1417149,1
SRR1175079,1417149,1418982,1
SRR1175079,1418982,1420733,1
SRR1175079,1420733,1422483,1
SRR1175079,1422483,1424275,1
SRR1175079,1424275,1426028,1
SRR1175079,1426028,1427783,1
SRR1175079,1427783,1429504,1
SRR1175079,1429504,1431237,1
SRR1175079,1431237,1433126,1
SRR1175079,1433126,1434940,1
SRR1175079,1434940,1436668,1
SRR1175079,1436668,1438355,1
SRR1175079,1438355,1440232,1
SRR1175079,1440232,1441982,1
SRR1175079,1441982,1443830,1
SRR1175079,1443830,1445376,1
SRR1175079,1445376,1447076,1
SRR1175079,1447076,1448752,1
SRR1175079,1448752,1450615,1
SRR1175079,1450615,1452452,1
SRR1175079,1452452,1454049,1
SRR1175079,1454049,1455911,1
SRR1175079,1455911,1457730,1
SRR1175079,1457730,1459441,1
SRR1175079,1459441,1461277,1
SRR1175079,1461277,1463131,1
SRR1175079,1463131,1464808,1
SRR1175079,1464808,1466596,1
SRR1175079,1466596,1468760,1
SRR1175079,1468760,1470255,1
SRR1175079,1470255,1471958,1
SRR1175079,1471958,1473753,1
SRR1175079,1473753,1475558,1
SRR1175079,1475558,1477317,1
SRR1175079,1477317,1479138,1
SRR1175079,1479138,1480931,1
SRR1175079,1480931,1482518,1
SRR1175079,1482518,1484251,1
SRR1175079,1484251,1486139,1
SRR1175079,1486139,1487894,1
SRR1175079,1487894,1489939,1
SRR1175079,1489939,1491573,1
SRR1175079,1491573,1493317,1
SRR1175079,1493317,1495207,1
SRR1175079,1495207,1496984,1
SRR1175079,1496984,1498789,1
SRR1175079,1498789,1500583,1
SRR1175079,1500583,1502262,1
SRR1175079,1502262,1504018,1
SRR1175079,1504018,1505707,1
SRR1175079,1505707,1507343,1
SRR1175079,1507343,1508989,1
SRR1175079,1508989,1510822,1
SRR1175079,1510822,1512583,1
SRR1175079,1512583,1514312,1
SRR1175079,1514312,1515989,1
SRR1175079,1515989,1517822,1
SRR1175079,1517822,1519623,1
SRR1175079,1519623,1521433,1
SRR1175079,1521433,1523217,1
SRR1175079,1523217,1524977,1
SRR1175079,1524977,1526760,1
SRR1175079,1526760,1528328,1
SRR1175079,1528328,1530103,1
SRR1175079,1530103,1531813,1
SRR1175079,1531813,1533662,1
SRR1175079,1533662,1535502,1
SRR1175079,1535502,1537365,1
SRR1175079,1537365,1539107,1
SRR1175079,1539107,1540787,1
SRR1175079,1540787,1542147,1
SRR1175079,1542147,1544339,1
SRR1175079,1544339,1546057,1
SRR1175079,1546057,1547593,1
SRR1175079,1547593,1549402,1
SRR1175079,1549402,1551099,1
SRR1175079,1551099,1552975,1
SRR1175079,1552975,1554640,1
SRR1175079,1554640,1556252,1
SRR1175079,1556252,1557648,1
SRR1175079,1557648,1559468,1
SRR1175079,1559468,1561400,1
SRR1175079,1561400,1563446,1
SRR1175079,1563446,1565146,1
SRR1175079,1565146,1566873,1
SRR1175079,1566873,1568479,1
SRR1175079,1568479,1570096,1
SRR1175079,1570096,1572066,1
SRR1175079,1572066,1573855,1
SRR1175079,1573855,1575232,1
SRR1175079,1575232,1576890,1
SRR1175079,1576890,1578112,1
SRR1175079,1578112,1579852,1
SRR1175079,1579852,1581586,1
SRR1175079,1581586,1583253,1
SRR1175079,1583253,1585103,1
SRR1175079,1585103,1586593,1
SRR1175079,1586593,1588305,1
SRR1175079,1588305,1590172,1
SRR1175079,1590172,1591743,1
SRR1175079,1591743,1593386,1
SRR1175079,1593386,1595233,1
SRR1175079,1595233,1596902,1
SRR1175079,1596902,1598732,1
SRR1175079,1598732,1600466,1
SRR1175079,1600466,1602219,1
SRR1175079,1602219,1604050,1
SRR1175079,1604050,1604355,1
SRR1175079,1604355,1606355,1
SRR1175079,1606355,1606357,1
SRR1175079,1608761,1610421,1
SRR1175079,1610421,1612158,1
SRR1175079,1612158,1613748,1
SRR1175079,1613748,1615544,1
SRR1175079,1615544,1616120,1
SRR1175079,1616120,1617715,1
SRR1175079,1617715,1618175,1
SRR1175079,1618175,1619999,1
SRR1175079,1619999,1621762,1
SRR1175079,1621762,1623424,1
SRR1175079,1623424,1625228,1
SRR1175079,1625228,1626975,1
SRR1175079,1626975,1628657,1
SRR1175079,1638226,1639819,1
SRR1175079,1639819,1641595,1
SRR1175079,1641595,1643149,1
SRR1175079,1643149,1644196,1
SRR1175079,1644196,1646022,1
SRR1175079,1646022,1647650,1
