Sequence,Start,End,Primer Type
AP023349,1426090,1427784,fwd
AP023349,1427784,1428133,fwd
AP023349,1435014,1435033,fwd
AP023349,1438513,1438532,fwd
AP023349,1444014,1445866,fwd
AP023349,1445866,1447538,fwd
AP023349,1451035,1452726,fwd
AP023349,1456031,1457892,fwd
AP023349,1457892,1459250,fwd
AP023349,1470325,1472163,fwd
AP023349,1474542,1476317,fwd
AP023349,1491687,1491706,fwd
AP023349,1497154,1498963,fwd
AP023349,1498963,1500704,fwd
AP023349,1504344,1504362,fwd
AP023349,1510216,1511976,fwd
AP023349,1517483,1517505,fwd
AP023349,1532892,1532913,fwd
AP023349,1550905,1552770,fwd
AP023349,1555575,1557494,fwd
AP023349,1557494,1559092,fwd
AP023349,1559092,1560881,fwd
AP023349,1560881,1562593,fwd
AP023349,1562593,1564330,fwd
AP023349,1564330,1566174,fwd
AP023349,1571387,1571405,fwd
AP023349,1576544,1576564,fwd
AP023349,1585361,1585383,fwd
AP023349,1588945,1588965,fwd
AP023349,1593342,1593361,fwd
AP023349,1596971,1598819,fwd
AP023349,1602379,1602399,fwd
AP023349,1606214,1607687,fwd
AP023349,1610119,1612005,fwd
AP023349,1612005,1613835,fwd
AP023349,1613835,1615356,fwd
AP023349,1615356,1617141,fwd
AP023349,1632600,1634415,fwd
AP023349,1637911,1639761,fwd
AP023349,1639761,1641437,fwd
AP023349,1645155,1646410,fwd
AP023349,1646410,1648200,fwd
AP023349,1651864,1651883,fwd
AP023349,1700724,1700743,fwd
AP023349,1707218,1709124,fwd
AP023349,1709124,1710991,fwd
AP023349,1714436,1716229,fwd
AP023349,1721536,1723423,fwd
AP023349,1727097,1728935,fwd
AP023349,1735191,1735210,fwd
AP023349,1745036,1745057,fwd
AP023349,1762682,1762702,fwd
AP023349,1766172,1768049,fwd
AP023349,1810131,1812001,fwd
AP023349,1812001,1813943,fwd
AP023349,1817558,1819299,fwd
AP023349,1819299,1821069,fwd
AP023349,1821069,1822859,fwd
AP023349,1822859,1824732,fwd
AP023349,1824732,1826470,fwd
AP023349,1826470,1828208,fwd
AP023349,1833365,1833383,fwd
AP023349,1836934,1836953,fwd
AP023349,1844893,1846880,fwd
AP023349,1849287,1849306,fwd
AP023349,1854570,1854590,fwd
AP023349,1858138,1858159,fwd
AP023349,1863073,1864884,fwd
AP023349,1869384,1869407,fwd
AP023349,1872856,1872879,fwd
AP023349,1876213,1877873,fwd
AP023349,1881523,1883362,fwd
AP023349,1886063,1887931,fwd
AP023349,1896152,1897955,fwd
AP023349,1900462,1902287,fwd
AP023349,1905074,1906830,fwd
AP023349,1906830,1908631,fwd
AP023349,1912626,1914451,fwd
AP023349,1914451,1916216,fwd
AP023349,1919822,1919845,fwd
AP023349,1923213,1924997,fwd
AP023349,1927861,1928294,fwd
AP023349,1930751,1932609,fwd
AP023349,1936301,1938154,fwd
AP023349,1938154,1939598,fwd
AP023349,1939598,1941433,fwd
AP023349,1948807,1948826,fwd
AP023349,1978012,1978033,fwd
AP023349,1981530,1981553,fwd
AP023349,1985123,1985150,fwd
AP023349,1988498,1990156,fwd
AP023349,1990156,1991830,fwd
AP023349,1996738,1996759,fwd
AP023349,1996759,1998891,fwd
AP023349,1998891,1998914,fwd
AP023349,2002305,2002325,fwd
AP023349,2005862,2007620,fwd
AP023349,2011052,2011073,fwd
AP023349,2014599,2016465,fwd
AP023349,2030929,2030948,fwd
AP023349,2044362,2046107,fwd
AP023349,2049538,2049559,fwd
AP023349,2054673,2056328,fwd
AP023349,2056328,2058410,fwd
AP023349,2058410,2060180,fwd
AP023349,2060180,2061838,fwd
AP023349,2061838,2063666,fwd
AP023349,2063666,2065509,fwd
AP023349,2073861,2075395,fwd
AP023349,2075395,2077195,fwd
AP023349,2079440,2081141,fwd
AP023349,2085757,2085780,fwd
AP023349,3729,3748,rev
AP023349,7408,9252,rev
AP023349,12728,14554,rev
AP023349,14554,16370,rev
AP023349,16370,16717,rev
AP023349,16717,18488,rev
AP023349,18488,18843,rev
AP023349,22305,24057,rev
AP023349,37854,37873,rev
AP023349,63235,63253,rev
AP023349,76799,76817,rev
AP023349,82457,84282,rev
AP023349,94573,94592,rev
AP023349,98099,98118,rev
AP023349,101685,101704,rev
AP023349,101704,103716,rev
AP023349,103716,103735,rev
AP023349,108904,110688,rev
AP023349,110688,111970,rev
AP023349,111970,113771,rev
AP023349,118990,119011,rev
AP023349,128547,128566,rev
AP023349,136639,136658,rev
AP023349,149201,149218,rev
AP023349,152988,153007,rev
AP023349,156488,156507,rev
AP023349,159556,160447,rev
AP023349,160447,162263,rev
AP023349,162263,164026,rev
AP023349,170757,172413,rev
AP023349,172413,174244,rev
AP023349,174244,175997,rev
AP023349,179737,179762,rev
AP023349,179762,181762,rev
AP023349,181762,183257,rev
AP023349,183257,185064,rev
AP023349,191733,191751,rev
AP023349,195075,195094,rev
AP023349,203322,205189,rev
AP023349,210069,211861,rev
AP023349,211861,213727,rev
AP023349,213727,215497,rev
AP023349,220886,222714,rev
AP023349,222714,224472,rev
AP023349,224472,226295,rev
AP023349,226295,227889,rev
AP023349,227889,229670,rev
AP023349,229670,231499,rev
AP023349,231499,233257,rev
AP023349,233257,235099,rev
AP023349,235099,236909,rev
AP023349,242198,243793,rev
AP023349,249217,251030,rev
AP023349,251030,252532,rev
AP023349,252532,254359,rev
AP023349,254359,256159,rev
AP023349,256159,257863,rev
AP023349,266154,266175,rev
AP023349,269796,269815,rev
AP023349,279264,279284,rev
AP023349,284343,286120,rev
AP023349,286120,287936,rev
AP023349,287936,289529,rev
AP023349,295617,297431,rev
AP023349,297431,299272,rev
AP023349,299272,300958,rev
AP023349,300958,302771,rev
AP023349,302771,303405,rev
AP023349,313605,313624,rev
AP023349,316076,317864,rev
AP023349,320665,320684,rev
AP023349,326007,327999,rev
AP023349,327999,329642,rev
AP023349,332118,333888,rev
AP023349,341660,343460,rev
AP023349,343460,345204,rev
AP023349,345204,346976,rev
AP023349,350938,350961,rev
AP023349,356183,356204,rev
AP023349,359338,361136,rev
AP023349,361136,362889,rev
AP023349,362889,364671,rev
AP023349,383322,383343,rev
AP023349,386973,386991,rev
AP023349,393689,395552,rev
AP023349,420672,420691,rev
AP023349,423061,423080,rev
AP023349,429387,429406,rev
AP023349,437000,438802,rev
AP023349,442359,444153,rev
AP023349,448289,448308,rev
AP023349,452483,454296,rev
AP023349,474072,474091,rev
AP023349,476783,477989,rev
AP023349,482206,483346,rev
AP023349,485867,485887,rev
AP023349,485887,488072,rev
AP023349,488072,488095,rev
AP023349,490407,491676,rev
AP023349,495904,497758,rev
AP023349,497758,499693,rev
AP023349,499693,501304,rev
AP023349,506493,506512,rev
AP023349,509981,510000,rev
AP023349,513461,515316,rev
AP023349,515316,517127,rev
AP023349,517127,518901,rev
AP023349,518901,520132,rev
AP023349,537190,537213,rev
AP023349,539519,539545,rev
AP023349,543156,543176,rev
AP023349,550143,550166,rev
AP023349,559473,559492,rev
AP023349,563086,563107,rev
AP023349,565776,567574,rev
AP023349,567574,569377,rev
AP023349,569377,571150,rev
AP023349,571150,572925,rev
AP023349,581466,583466,rev
AP023349,583466,585085,rev
AP023349,587851,587872,rev
AP023349,599120,599139,rev
AP023349,603559,603580,rev
AP023349,607103,607122,rev
AP023349,613214,614971,rev
AP023349,614971,616729,rev
AP023349,616729,618557,rev
AP023349,625496,627276,rev
AP023349,627276,628645,rev
AP023349,628645,630469,rev
AP023349,637862,639643,rev
AP023349,651403,651422,rev
AP023349,653859,653879,rev
AP023349,668764,668784,rev
AP023349,671794,673617,rev
AP023349,677794,679634,rev
AP023349,703260,704962,rev
AP023349,710215,710236,rev
AP023349,710236,712330,rev
AP023349,712330,712350,rev
AP023349,717575,717594,rev
AP023349,720106,720130,rev
AP023349,722613,722634,rev
AP023349,766833,768762,rev
AP023349,775674,777674,rev
AP023349,777674,779435,rev
AP023349,783135,783155,rev
AP023349,798442,800272,rev
AP023349,803794,805646,rev
AP023349,813145,813166,rev
AP023349,815574,817388,rev
AP023349,817388,819069,rev
AP023349,819069,821044,rev
AP023349,824627,826496,rev
AP023349,826496,828117,rev
AP023349,828117,830009,rev
AP023349,842834,843220,rev
AP023349,848946,850762,rev
AP023349,850762,852312,rev
AP023349,855114,856770,rev
AP023349,860392,860411,rev
AP023349,869015,869032,rev
AP023349,872575,874376,rev
AP023349,877877,879718,rev
AP023349,879718,881469,rev
AP023349,881469,883306,rev
AP023349,883306,884005,rev
AP023349,886595,886614,rev
AP023349,886614,888667,rev
AP023349,888667,888686,rev
AP023349,893906,895730,rev
AP023349,895730,897557,rev
AP023349,897557,899365,rev
AP023349,905130,905150,rev
AP023349,910537,912401,rev
AP023349,918153,918172,rev
AP023349,926290,927468,rev
AP023349,927468,929527,rev
AP023349,929527,931394,rev
AP023349,936694,936716,rev
AP023349,939399,939418,rev
AP023349,941854,941877,rev
AP023349,946651,948233,rev
AP023349,948233,950039,rev
AP023349,963305,963324,rev
AP023349,965774,967639,rev
AP023349,967639,969533,rev
AP023349,969533,971381,rev
AP023349,978488,979987,rev
AP023349,979987,981821,rev
AP023349,985416,987270,rev
AP023349,987270,989284,rev
AP023349,989284,989305,rev
AP023349,1004592,1004612,rev
AP023349,1009995,1010478,rev
AP023349,1010478,1012387,rev
AP023349,1014896,1016709,rev
AP023349,1022780,1022798,rev
AP023349,1028339,1028361,rev
AP023349,1032524,1032547,rev
AP023349,1044655,1044674,rev
AP023349,1047866,1049354,rev
AP023349,1052194,1052215,rev
AP023349,1067465,1067850,rev
AP023349,1074324,1076081,rev
AP023349,1076081,1077852,rev
AP023349,1083321,1084946,rev
AP023349,1094881,1094903,rev
AP023349,1105105,1105125,rev
AP023349,1108739,1108760,rev
AP023349,1112417,1112435,rev
AP023349,1116565,1118367,rev
AP023349,1118367,1118634,rev
AP023349,1122066,1122087,rev
AP023349,1124290,1124316,rev
AP023349,1135296,1137028,rev
AP023349,1142400,1143571,rev
AP023349,1143571,1145394,rev
AP023349,1145394,1147161,rev
AP023349,1149919,1151598,rev
AP023349,1151598,1153401,rev
AP023349,1153401,1155242,rev
AP023349,1161183,1161201,rev
AP023349,1164251,1164379,rev
AP023349,1171565,1171583,rev
AP023349,1176859,1178711,rev
AP023349,1178711,1180113,rev
AP023349,1212563,1212581,rev
AP023349,1215048,1216835,rev
AP023349,1216835,1218663,rev
AP023349,1222193,1224001,rev
AP023349,1231668,1231687,rev
AP023349,1240321,1241970,rev
AP023349,1241970,1243767,rev
AP023349,1243767,1245572,rev
AP023349,1245572,1247376,rev
AP023349,1270456,1272148,rev
AP023349,1272148,1273882,rev
AP023349,1277444,1277464,rev
AP023349,1288112,1289980,rev
AP023349,1289980,1291698,rev
AP023349,1296512,1298351,rev
AP023349,1298351,1300124,rev
AP023349,1311102,1311128,rev
AP023349,1329009,1330799,rev
AP023349,1330799,1332595,rev
AP023349,1341376,1343233,rev
AP023349,1343233,1345187,rev
AP023349,1345187,1346951,rev
AP023349,1346951,1348732,rev
AP023349,1360082,1360103,rev
AP023349,1363723,1363743,rev
AP023349,1372100,1373950,rev
AP023349,1380762,1382504,rev
AP023349,1382504,1384443,rev
AP023349,1384443,1386216,rev
AP023349,1386216,1387945,rev
AP023349,1392390,1394135,rev
AP023349,1394135,1395902,rev
AP023349,1399290,1400973,rev
AP023349,1400973,1402764,rev
AP023349,1402764,1404443,rev
AP023349,1404443,1405862,rev
AP023349,1405862,1407804,rev
AP023349,1407804,1409589,rev
AP023349,1409589,1411338,rev
AP023349,1411338,1413139,rev
AP023349,1413139,1415093,rev
AP023349,1415093,1416866,rev
AP023349,1416866,1418550,rev
AP023349,1422154,1422173,rev
AP023349,1427885,1427904,rev
AP023349,1434730,1434752,rev
AP023349,1443838,1445415,rev
AP023349,1449055,1450722,rev
AP023349,1450722,1452524,rev
AP023349,1455890,1457513,rev
AP023349,1470145,1470164,rev
AP023349,1476138,1476159,rev
AP023349,1495568,1497363,rev
AP023349,1497363,1499123,rev
AP023349,1499123,1500928,rev
AP023349,1508591,1510378,rev
AP023349,1513983,1515920,rev
AP023349,1533088,1533107,rev
AP023349,1538237,1538259,rev
AP023349,1551140,1552977,rev
AP023349,1552977,1554011,rev
AP023349,1554011,1555823,rev
AP023349,1555823,1557643,rev
AP023349,1557643,1559292,rev
AP023349,1569714,1571567,rev
AP023349,1571567,1573341,rev
AP023349,1578556,1580499,rev
AP023349,1580499,1582561,rev
AP023349,1582561,1582580,rev
AP023349,1585181,1586961,rev
AP023349,1586961,1588807,rev
AP023349,1596739,1596760,rev
AP023349,1603962,1603982,rev
AP023349,1606368,1606388,rev
AP023349,1609938,1609956,rev
AP023349,1613589,1615178,rev
AP023349,1622364,1622384,rev
AP023349,1625973,1625993,rev
AP023349,1629783,1629805,rev
AP023349,1632811,1634630,rev
AP023349,1634630,1636394,rev
AP023349,1639876,1641659,rev
AP023349,1641659,1643547,rev
AP023349,1646554,1648409,rev
AP023349,1648409,1650259,rev
AP023349,1650259,1652087,rev
AP023349,1705220,1705241,rev
AP023349,1708903,1708925,rev
AP023349,1712575,1714243,rev
AP023349,1714243,1716038,rev
AP023349,1721335,1721354,rev
AP023349,1726923,1728717,rev
AP023349,1734964,1736809,rev
AP023349,1739432,1739451,rev
AP023349,1744857,1744875,rev
AP023349,1757329,1759102,rev
AP023349,1766025,1766043,rev
AP023349,1769445,1769737,rev
AP023349,1773270,1773289,rev
AP023349,1810316,1812231,rev
AP023349,1812231,1814003,rev
AP023349,1814003,1815384,rev
AP023349,1819121,1819142,rev
AP023349,1822666,1824529,rev
AP023349,1824529,1826229,rev
AP023349,1834998,1835017,rev
AP023349,1838599,1840201,rev
AP023349,1840201,1841960,rev
AP023349,1844893,1844912,rev
AP023349,1847757,1847776,rev
AP023349,1851231,1851250,rev
AP023349,1856614,1858370,rev
AP023349,1863234,1865039,rev
AP023349,1881722,1883577,rev
AP023349,1889889,1889908,rev
AP023349,1893181,1893460,rev
AP023349,1893460,1895275,rev
AP023349,1900688,1902539,rev
AP023349,1902539,1904278,rev
AP023349,1904278,1905322,rev
AP023349,1908824,1910549,rev
AP023349,1912962,1914604,rev
AP023349,1918219,1919999,rev
AP023349,1919999,1921775,rev
AP023349,1921775,1923569,rev
AP023349,1929499,1931006,rev
AP023349,1931006,1932833,rev
AP023349,1936521,1938404,rev
AP023349,1941604,1941627,rev
AP023349,1944617,1946209,rev
AP023349,1952370,1952391,rev
AP023349,1955802,1955820,rev
AP023349,1972348,1972371,rev
AP023349,1979969,1979990,rev
AP023349,1983535,1983557,rev
AP023349,1987050,1987071,rev
AP023349,1990509,1990531,rev
AP023349,1993798,1993819,rev
AP023349,1996933,1998708,rev
AP023349,1998708,2000775,rev
AP023349,2000775,2000796,rev
AP023349,2004293,2004315,rev
AP023349,2013031,2014846,rev
AP023349,2029312,2029330,rev
AP023349,2046344,2046366,rev
AP023349,2049709,2049734,rev
AP023349,2054844,2054863,rev
AP023349,2058591,2060436,rev
AP023349,2060436,2062090,rev
AP023349,2062090,2063879,rev
AP023349,2067457,2069235,rev
AP023349,2069235,2070989,rev
AP023349,2070989,2072791,rev
AP023349,2072791,2074095,rev
AP023349,2074095,2075860,rev
AP023349,2075860,2077390,rev
AP023349,2080122,2081371,rev
GPSC31,124,1720,fwd
GPSC31,1720,3401,fwd
GPSC31,3401,4567,fwd
GPSC31,4567,5498,fwd
GPSC31,8017,9857,fwd
GPSC31,9857,11651,fwd
GPSC31,11651,13527,fwd
GPSC31,13527,15317,fwd
GPSC31,15317,17172,fwd
GPSC31,17172,18853,fwd
GPSC31,18853,20704,fwd
GPSC31,20704,22704,fwd
GPSC31,22704,24205,fwd
GPSC31,24205,25920,fwd
GPSC31,25920,27744,fwd
GPSC31,27744,28932,fwd
GPSC31,28932,30823,fwd
GPSC31,30823,32806,fwd
GPSC31,32806,34526,fwd
GPSC31,34526,36365,fwd
GPSC31,36365,38136,fwd
GPSC31,38136,39877,fwd
GPSC31,43387,45215,fwd
GPSC31,45215,47020,fwd
GPSC31,47020,48834,fwd
GPSC31,48834,50592,fwd
GPSC31,50592,52382,fwd
GPSC31,52382,54149,fwd
GPSC31,54149,55959,fwd
GPSC31,55959,57743,fwd
GPSC31,57743,59588,fwd
GPSC31,59588,61444,fwd
GPSC31,61444,63242,fwd
GPSC31,63242,64949,fwd
GPSC31,64949,66794,fwd
GPSC31,66794,68490,fwd
GPSC31,72137,73920,fwd
GPSC31,73920,75758,fwd
GPSC31,75758,77573,fwd
GPSC31,77573,79462,fwd
GPSC31,79462,81291,fwd
GPSC31,81291,83174,fwd
GPSC31,83174,84911,fwd
GPSC31,84911,86734,fwd
GPSC31,86734,87416,fwd
GPSC31,87416,89198,fwd
GPSC31,92834,94627,fwd
GPSC31,97899,99721,fwd
GPSC31,99721,101583,fwd
GPSC31,101583,103418,fwd
GPSC31,103418,105138,fwd
GPSC31,105138,106958,fwd
GPSC31,106958,108958,fwd
GPSC31,108958,110078,fwd
GPSC31,110078,112078,fwd
GPSC31,112078,113881,fwd
GPSC31,113881,115671,fwd
GPSC31,115671,117368,fwd
GPSC31,120671,122406,fwd
GPSC31,122406,124283,fwd
GPSC31,124283,126169,fwd
GPSC31,126169,127983,fwd
GPSC31,131326,133006,fwd
GPSC31,133006,134799,fwd
GPSC31,140143,140165,fwd
GPSC31,144349,146233,fwd
GPSC31,149038,150895,fwd
GPSC31,150895,152742,fwd
GPSC31,152742,154539,fwd
GPSC31,154539,156383,fwd
GPSC31,156383,158175,fwd
GPSC31,158175,159958,fwd
GPSC31,168715,170467,fwd
GPSC31,170467,172295,fwd
GPSC31,172295,174029,fwd
GPSC31,174029,175861,fwd
GPSC31,175861,177562,fwd
GPSC31,177562,179419,fwd
GPSC31,179419,181225,fwd
GPSC31,181225,183122,fwd
GPSC31,183122,185122,fwd
GPSC31,185122,186763,fwd
GPSC31,186763,188614,fwd
GPSC31,188614,190396,fwd
GPSC31,190396,192223,fwd
GPSC31,192223,194016,fwd
GPSC31,194016,195813,fwd
GPSC31,195813,197678,fwd
GPSC31,197678,199355,fwd
GPSC31,199355,201222,fwd
GPSC31,201222,202966,fwd
GPSC31,202966,204828,fwd
GPSC31,204828,206648,fwd
GPSC31,206648,208394,fwd
GPSC31,208394,210191,fwd
GPSC31,210191,212067,fwd
GPSC31,212067,213787,fwd
GPSC31,213787,215607,fwd
GPSC31,215607,217366,fwd
GPSC31,217366,219169,fwd
GPSC31,219169,220561,fwd
GPSC31,220561,222453,fwd
GPSC31,222453,224241,fwd
GPSC31,224241,226052,fwd
GPSC31,226052,227840,fwd
GPSC31,231234,232844,fwd
GPSC31,232844,234589,fwd
GPSC31,234589,236361,fwd
GPSC31,236361,238194,fwd
GPSC31,238194,239963,fwd
GPSC31,239963,241759,fwd
GPSC31,241759,243591,fwd
GPSC31,243591,245311,fwd
GPSC31,249069,250888,fwd
GPSC31,254440,256230,fwd
GPSC31,256230,258099,fwd
GPSC31,258099,259802,fwd
GPSC31,259802,261540,fwd
GPSC31,261540,263282,fwd
GPSC31,263282,265114,fwd
GPSC31,265114,266904,fwd
GPSC31,266904,268985,fwd
GPSC31,268985,270726,fwd
GPSC31,270726,272605,fwd
GPSC31,272605,274605,fwd
GPSC31,274605,276290,fwd
GPSC31,276290,278002,fwd
GPSC31,278002,279702,fwd
GPSC31,279702,281573,fwd
GPSC31,281573,283410,fwd
GPSC31,283410,285096,fwd
GPSC31,285096,286991,fwd
GPSC31,286991,288701,fwd
GPSC31,288701,290623,fwd
GPSC31,290623,292387,fwd
GPSC31,292387,294187,fwd
GPSC31,294187,296024,fwd
GPSC31,296024,297778,fwd
GPSC31,297778,299526,fwd
